3654,0.78801,-0.61566,-0.69466,-0.71934,112.01,10.9,4.1551,324,3510,3444,3168
3852,0.76041,-0.64945,-0.69913,-0.715,110.41,11.1,3.8958,198,3786,3852,3006
3168,0.70091,-0.71325,-0.70799,-0.70622,111.57,10,3.1533,-150,3228,2886,2952
3006,0.66913,-0.74314,-0.71238,-0.7018,113.44,9.8,2.8208,-162,2862,3252,3006
3006,0.56641,-0.82413,-0.72537,-0.68835,112.03,9.6,2.6012,54,2910,2856,2826
2538,0.33381,-0.94264,-0.75061,-0.66075,109.31,10.9,2.0627,-24,2580,2490,2820
2514,0.29237,-0.9563,-0.75471,-0.65606,109.02,10.1,2.0559,-24,2436,2490,2802
2802,0.16505,-0.98629,-0.76685,-0.64183,112.02,9.9,2.3569,-18,2748,2814,2976
2910,0.12187,-0.99255,-0.77083,-0.63704,110.37,11.4,1.885,108,2880,2796,3090
2862,0.078459,-0.99692,-0.77479,-0.63222,111.03,9.1,2.4787,-48,2832,2862,3102
3090,-0.0087265,-0.99996,-0.78261,-0.62251,107.02,11,2.1381,114,3048,3048,3204
3102,-0.052336,-0.99863,-0.78647,-0.61762,107.66,10.5,2.2289,12,3240,2946,2784
2784,-0.18224,-0.98325,-0.79788,-0.60281,110.55,9.7,2.091,-420,2886,2862,3690
3690,-0.30902,-0.95106,-0.80902,-0.58779,106.8,11.8,2.5119,378,3504,3660,3288
2952,-0.35021,-0.93667,-0.81267,-0.58273,110.16,10.9,2.1924,-738,3132,2922,3666
3216,-0.39073,-0.9205,-0.81628,-0.57765,107.83,10.5,2.6187,264,3174,3336,3528
3288,-0.43051,-0.90259,-0.81987,-0.57255,106.28,10.8,2.6024,72,3216,3330,3474
3666,-0.46947,-0.88295,-0.82342,-0.56743,105.01,11.7,2.3186,378,3666,3630,3150
3528,-0.50754,-0.86163,-0.82694,-0.56229,107.83,11.4,2.4975,-138,3540,3576,4014
3474,-0.54464,-0.83867,-0.83043,-0.55712,104.39,10.8,2.269,-54,3588,3420,3294
3150,-0.5807,-0.81412,-0.83389,-0.55194,101.68,11.4,2.3629,-324,2964,3282,3546
4014,-0.61566,-0.78801,-0.83731,-0.54673,93.105,14.2,2.5752,864,3792,3810,3744
3294,-0.64945,-0.76041,-0.8407,-0.5415,100.81,11.1,2.4074,-720,3510,3276,3930
3546,-0.682,-0.73135,-0.84406,-0.53625,92.805,12.9,2.5364,252,3300,3888,3012
3930,-0.74314,-0.66913,-0.85068,-0.52568,92.372,12.8,2.9667,186,3870,3720,3960
4098,-0.84805,-0.52992,-0.86352,-0.50431,95.706,12.3,3.1614,138,3882,3996,4080
4266,-0.87036,-0.49242,-0.86665,-0.49892,96.784,12.8,3.2039,168,4284,4344,4296
4572,-0.89101,-0.45399,-0.86974,-0.49351,101.15,13.4,4.0419,306,4494,4326,4320
4080,-0.90996,-0.41469,-0.8728,-0.48808,103.96,11.7,4.0321,-492,4248,4302,4086
4296,-0.92718,-0.37461,-0.87583,-0.48263,105.83,11.5,3.8011,216,4014,4092,3804
4320,-0.94264,-0.33381,-0.87882,-0.47716,108.95,11,4.1015,24,4596,4164,3840
4086,-0.9563,-0.29237,-0.88177,-0.47167,108.19,11.6,3.4184,-234,3828,4140,4014
3804,-0.96815,-0.25038,-0.8847,-0.46617,110.47,10.1,4.1488,-282,3852,3792,3864
3840,-0.97815,-0.20791,-0.88759,-0.46064,108.78,10.2,3.9948,36,4020,3948,3882
4014,-0.98629,-0.16505,-0.89044,-0.4551,108.04,10.5,4.7112,174,4002,3924,3366
3864,-0.99255,-0.12187,-0.89326,-0.44954,108.58,9.8,4.2729,-150,3846,3852,3570
3882,-0.99692,-0.078459,-0.89604,-0.44397,107.63,10.1,4.571,18,3774,3564,3756
3366,-0.99939,-0.034899,-0.89879,-0.43837,111.6,9.1,4.6023,-516,3516,3564,3648
3570,-0.99996,0.0087265,-0.90151,-0.43276,114.6,8.8,4.5023,204,3606,3600,3666
3756,-0.99863,0.052336,-0.90419,-0.42713,109.64,10,4.6327,186,3528,3648,3342
3648,-0.9954,0.095846,-0.90683,-0.42149,113.62,9,5.6709,-108,3756,3582,3528
2886,-0.95106,0.30902,-0.91953,-0.39303,117.91,7.6,4.4575,-198,2910,2856,2460
2796,-0.93667,0.35021,-0.92196,-0.38729,117.9,7.6,5.1204,-90,2844,2712,2376
2802,-0.9205,0.39073,-0.92436,-0.38153,116.75,7.8,4.2987,6,2574,2934,2328
2460,-0.90259,0.43051,-0.92672,-0.37576,118.26,7.4,3.816,-342,2658,2394,1998
2376,-0.88295,0.46947,-0.92904,-0.36998,115.59,8.2,3.2522,-84,2388,2184,1974
2328,-0.86163,0.50754,-0.93133,-0.36418,118.52,6.7,3.5577,-48,2328,2328,2094
1998,-0.83867,0.54464,-0.93358,-0.35837,117.73,7.4,3.2084,-330,2004,1974,2016
1974,-0.81412,0.5807,-0.9358,-0.35254,117.37,5.8,4.3815,-24,1860,1956,1926
2094,-0.78801,0.61566,-0.93798,-0.3467,112.87,6.8,3.9762,120,2154,2064,1728
2016,-0.76041,0.64945,-0.94012,-0.34085,113.61,5.7,4.005,-78,1968,2016,1824
1926,-0.73135,0.682,-0.94222,-0.33498,113.92,6.5,3.6434,-90,1938,1890,1380
1728,-0.70091,0.71325,-0.94429,-0.3291,115.3,7,3.0492,-198,1704,1752,1686
1824,-0.66913,0.74314,-0.94633,-0.32321,113.36,6.4,3.5285,96,1842,1746,1434
1380,-0.63608,0.77162,-0.94832,-0.3173,113.83,5.7,2.7629,-444,1422,1362,1254
1686,-0.60182,0.79864,-0.95028,-0.31139,113.43,6.2,3.7521,306,1638,1746,1332
1434,-0.56641,0.82413,-0.95221,-0.30546,114.99,5.8,3.7674,-252,1422,1278,1278
1254,-0.52992,0.84805,-0.95409,-0.29952,113.68,5.8,2.7915,-180,1224,1356,1212
1332,-0.49242,0.87036,-0.95594,-0.29356,113.77,5.3,4.2688,78,1362,1260,1086
1278,-0.45399,0.89101,-0.95775,-0.2876,110.84,5.6,2.7953,-54,1302,1266,1020
1212,-0.41469,0.90996,-0.95952,-0.28162,109.51,5.9,2.3601,-66,1170,1230,822
822,-0.29237,0.9563,-0.96462,-0.26363,109.38,4.8,1.5323,-198,876,750,804
714,-0.25038,0.96815,-0.96625,-0.25761,109.57,3.9,1.8947,-108,714,684,768
750,-0.20791,0.97815,-0.96783,-0.25159,107.12,4.4,1.4463,36,696,870,618
804,-0.16505,0.98629,-0.96938,-0.24555,108.92,4.5,1.9061,54,822,672,612
768,-0.12187,0.99255,-0.9709,-0.2395,102.95,5.8,1.4569,-36,720,744,600
618,-0.078459,0.99692,-0.97237,-0.23345,107.12,4.5,1.4466,-150,678,648,636
612,-0.034899,0.99939,-0.97381,-0.22738,109.99,3.6,1.9052,-6,654,612,462
600,0.0087265,0.99996,-0.9752,-0.22131,108.92,4.1,0.99668,-12,600,594,528
636,0.052336,0.99863,-0.97657,-0.21522,107.34,4.5,0.96,36,612,540,438
462,0.095846,0.9954,-0.97789,-0.20913,106.38,3.6,0.97021,-174,480,534,396
